path,filename,label,label_id,source_dataset,show,episode,clip_id,speaker_group,split
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_7.wav,HeStutters_1_7.wav,stutter,1,SEP-28k,HeStutters,1,7,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_8.wav,HeStutters_1_8.wav,stutter,1,SEP-28k,HeStutters,1,8,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_9.wav,HeStutters_1_9.wav,stutter,1,SEP-28k,HeStutters,1,9,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_10.wav,HeStutters_1_10.wav,stutter,1,SEP-28k,HeStutters,1,10,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_12.wav,HeStutters_1_12.wav,stutter,1,SEP-28k,HeStutters,1,12,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_13.wav,HeStutters_1_13.wav,stutter,1,SEP-28k,HeStutters,1,13,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_14.wav,HeStutters_1_14.wav,stutter,1,SEP-28k,HeStutters,1,14,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_15.wav,HeStutters_1_15.wav,stutter,1,SEP-28k,HeStutters,1,15,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_16.wav,HeStutters_1_16.wav,stutter,1,SEP-28k,HeStutters,1,16,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_17.wav,HeStutters_1_17.wav,stutter,1,SEP-28k,HeStutters,1,17,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_20.wav,HeStutters_1_20.wav,stutter,1,SEP-28k,HeStutters,1,20,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_22.wav,HeStutters_1_22.wav,stutter,1,SEP-28k,HeStutters,1,22,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_23.wav,HeStutters_1_23.wav,stutter,1,SEP-28k,HeStutters,1,23,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_24.wav,HeStutters_1_24.wav,stutter,1,SEP-28k,HeStutters,1,24,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_25.wav,HeStutters_1_25.wav,stutter,1,SEP-28k,HeStutters,1,25,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_26.wav,HeStutters_1_26.wav,stutter,1,SEP-28k,HeStutters,1,26,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_27.wav,HeStutters_1_27.wav,stutter,1,SEP-28k,HeStutters,1,27,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_29.wav,HeStutters_1_29.wav,stutter,1,SEP-28k,HeStutters,1,29,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_30.wav,HeStutters_1_30.wav,stutter,1,SEP-28k,HeStutters,1,30,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_31.wav,HeStutters_1_31.wav,stutter,1,SEP-28k,HeStutters,1,31,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_32.wav,HeStutters_1_32.wav,stutter,1,SEP-28k,HeStutters,1,32,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_33.wav,HeStutters_1_33.wav,stutter,1,SEP-28k,HeStutters,1,33,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_34.wav,HeStutters_1_34.wav,stutter,1,SEP-28k,HeStutters,1,34,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_35.wav,HeStutters_1_35.wav,stutter,1,SEP-28k,HeStutters,1,35,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_36.wav,HeStutters_1_36.wav,stutter,1,SEP-28k,HeStutters,1,36,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_37.wav,HeStutters_1_37.wav,stutter,1,SEP-28k,HeStutters,1,37,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_38.wav,HeStutters_1_38.wav,stutter,1,SEP-28k,HeStutters,1,38,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_39.wav,HeStutters_1_39.wav,stutter,1,SEP-28k,HeStutters,1,39,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_40.wav,HeStutters_1_40.wav,stutter,1,SEP-28k,HeStutters,1,40,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_42.wav,HeStutters_1_42.wav,stutter,1,SEP-28k,HeStutters,1,42,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_43.wav,HeStutters_1_43.wav,stutter,1,SEP-28k,HeStutters,1,43,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_44.wav,HeStutters_1_44.wav,stutter,1,SEP-28k,HeStutters,1,44,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_45.wav,HeStutters_1_45.wav,stutter,1,SEP-28k,HeStutters,1,45,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_48.wav,HeStutters_1_48.wav,stutter,1,SEP-28k,HeStutters,1,48,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_49.wav,HeStutters_1_49.wav,stutter,1,SEP-28k,HeStutters,1,49,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_50.wav,HeStutters_1_50.wav,stutter,1,SEP-28k,HeStutters,1,50,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_51.wav,HeStutters_1_51.wav,stutter,1,SEP-28k,HeStutters,1,51,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_52.wav,HeStutters_1_52.wav,fluent,0,SEP-28k,HeStutters,1,52,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_53.wav,HeStutters_1_53.wav,stutter,1,SEP-28k,HeStutters,1,53,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_54.wav,HeStutters_1_54.wav,stutter,1,SEP-28k,HeStutters,1,54,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_55.wav,HeStutters_1_55.wav,stutter,1,SEP-28k,HeStutters,1,55,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_57.wav,HeStutters_1_57.wav,stutter,1,SEP-28k,HeStutters,1,57,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_58.wav,HeStutters_1_58.wav,stutter,1,SEP-28k,HeStutters,1,58,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_59.wav,HeStutters_1_59.wav,stutter,1,SEP-28k,HeStutters,1,59,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_60.wav,HeStutters_1_60.wav,stutter,1,SEP-28k,HeStutters,1,60,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_61.wav,HeStutters_1_61.wav,stutter,1,SEP-28k,HeStutters,1,61,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_63.wav,HeStutters_1_63.wav,stutter,1,SEP-28k,HeStutters,1,63,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_65.wav,HeStutters_1_65.wav,stutter,1,SEP-28k,HeStutters,1,65,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_66.wav,HeStutters_1_66.wav,stutter,1,SEP-28k,HeStutters,1,66,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_67.wav,HeStutters_1_67.wav,stutter,1,SEP-28k,HeStutters,1,67,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_69.wav,HeStutters_1_69.wav,stutter,1,SEP-28k,HeStutters,1,69,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_70.wav,HeStutters_1_70.wav,stutter,1,SEP-28k,HeStutters,1,70,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_71.wav,HeStutters_1_71.wav,stutter,1,SEP-28k,HeStutters,1,71,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_72.wav,HeStutters_1_72.wav,stutter,1,SEP-28k,HeStutters,1,72,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_73.wav,HeStutters_1_73.wav,stutter,1,SEP-28k,HeStutters,1,73,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_74.wav,HeStutters_1_74.wav,stutter,1,SEP-28k,HeStutters,1,74,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_75.wav,HeStutters_1_75.wav,stutter,1,SEP-28k,HeStutters,1,75,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_76.wav,HeStutters_1_76.wav,stutter,1,SEP-28k,HeStutters,1,76,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_77.wav,HeStutters_1_77.wav,stutter,1,SEP-28k,HeStutters,1,77,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_78.wav,HeStutters_1_78.wav,stutter,1,SEP-28k,HeStutters,1,78,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_79.wav,HeStutters_1_79.wav,stutter,1,SEP-28k,HeStutters,1,79,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_80.wav,HeStutters_1_80.wav,stutter,1,SEP-28k,HeStutters,1,80,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_81.wav,HeStutters_1_81.wav,stutter,1,SEP-28k,HeStutters,1,81,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_82.wav,HeStutters_1_82.wav,stutter,1,SEP-28k,HeStutters,1,82,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_85.wav,HeStutters_1_85.wav,stutter,1,SEP-28k,HeStutters,1,85,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_86.wav,HeStutters_1_86.wav,stutter,1,SEP-28k,HeStutters,1,86,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_87.wav,HeStutters_1_87.wav,stutter,1,SEP-28k,HeStutters,1,87,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_88.wav,HeStutters_1_88.wav,stutter,1,SEP-28k,HeStutters,1,88,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_91.wav,HeStutters_1_91.wav,stutter,1,SEP-28k,HeStutters,1,91,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_92.wav,HeStutters_1_92.wav,stutter,1,SEP-28k,HeStutters,1,92,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_93.wav,HeStutters_1_93.wav,stutter,1,SEP-28k,HeStutters,1,93,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_94.wav,HeStutters_1_94.wav,fluent,0,SEP-28k,HeStutters,1,94,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_95.wav,HeStutters_1_95.wav,fluent,0,SEP-28k,HeStutters,1,95,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_96.wav,HeStutters_1_96.wav,stutter,1,SEP-28k,HeStutters,1,96,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_97.wav,HeStutters_1_97.wav,stutter,1,SEP-28k,HeStutters,1,97,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_98.wav,HeStutters_1_98.wav,stutter,1,SEP-28k,HeStutters,1,98,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_99.wav,HeStutters_1_99.wav,stutter,1,SEP-28k,HeStutters,1,99,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_100.wav,HeStutters_1_100.wav,stutter,1,SEP-28k,HeStutters,1,100,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_101.wav,HeStutters_1_101.wav,stutter,1,SEP-28k,HeStutters,1,101,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_102.wav,HeStutters_1_102.wav,stutter,1,SEP-28k,HeStutters,1,102,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_103.wav,HeStutters_1_103.wav,stutter,1,SEP-28k,HeStutters,1,103,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_105.wav,HeStutters_1_105.wav,stutter,1,SEP-28k,HeStutters,1,105,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_106.wav,HeStutters_1_106.wav,stutter,1,SEP-28k,HeStutters,1,106,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_107.wav,HeStutters_1_107.wav,fluent,0,SEP-28k,HeStutters,1,107,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_108.wav,HeStutters_1_108.wav,stutter,1,SEP-28k,HeStutters,1,108,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_109.wav,HeStutters_1_109.wav,stutter,1,SEP-28k,HeStutters,1,109,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_110.wav,HeStutters_1_110.wav,fluent,0,SEP-28k,HeStutters,1,110,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_111.wav,HeStutters_1_111.wav,stutter,1,SEP-28k,HeStutters,1,111,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_113.wav,HeStutters_1_113.wav,stutter,1,SEP-28k,HeStutters,1,113,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_114.wav,HeStutters_1_114.wav,stutter,1,SEP-28k,HeStutters,1,114,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_115.wav,HeStutters_1_115.wav,stutter,1,SEP-28k,HeStutters,1,115,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_116.wav,HeStutters_1_116.wav,stutter,1,SEP-28k,HeStutters,1,116,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_117.wav,HeStutters_1_117.wav,stutter,1,SEP-28k,HeStutters,1,117,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_118.wav,HeStutters_1_118.wav,stutter,1,SEP-28k,HeStutters,1,118,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_119.wav,HeStutters_1_119.wav,stutter,1,SEP-28k,HeStutters,1,119,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_120.wav,HeStutters_1_120.wav,stutter,1,SEP-28k,HeStutters,1,120,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_121.wav,HeStutters_1_121.wav,stutter,1,SEP-28k,HeStutters,1,121,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_122.wav,HeStutters_1_122.wav,stutter,1,SEP-28k,HeStutters,1,122,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_125.wav,HeStutters_1_125.wav,stutter,1,SEP-28k,HeStutters,1,125,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_127.wav,HeStutters_1_127.wav,stutter,1,SEP-28k,HeStutters,1,127,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_128.wav,HeStutters_1_128.wav,stutter,1,SEP-28k,HeStutters,1,128,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_130.wav,HeStutters_1_130.wav,stutter,1,SEP-28k,HeStutters,1,130,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_131.wav,HeStutters_1_131.wav,fluent,0,SEP-28k,HeStutters,1,131,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_132.wav,HeStutters_1_132.wav,stutter,1,SEP-28k,HeStutters,1,132,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_133.wav,HeStutters_1_133.wav,stutter,1,SEP-28k,HeStutters,1,133,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_134.wav,HeStutters_1_134.wav,stutter,1,SEP-28k,HeStutters,1,134,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_135.wav,HeStutters_1_135.wav,stutter,1,SEP-28k,HeStutters,1,135,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_136.wav,HeStutters_1_136.wav,stutter,1,SEP-28k,HeStutters,1,136,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_137.wav,HeStutters_1_137.wav,stutter,1,SEP-28k,HeStutters,1,137,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_138.wav,HeStutters_1_138.wav,stutter,1,SEP-28k,HeStutters,1,138,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_139.wav,HeStutters_1_139.wav,stutter,1,SEP-28k,HeStutters,1,139,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_140.wav,HeStutters_1_140.wav,stutter,1,SEP-28k,HeStutters,1,140,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_141.wav,HeStutters_1_141.wav,stutter,1,SEP-28k,HeStutters,1,141,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_142.wav,HeStutters_1_142.wav,stutter,1,SEP-28k,HeStutters,1,142,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_143.wav,HeStutters_1_143.wav,stutter,1,SEP-28k,HeStutters,1,143,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_144.wav,HeStutters_1_144.wav,stutter,1,SEP-28k,HeStutters,1,144,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_145.wav,HeStutters_1_145.wav,stutter,1,SEP-28k,HeStutters,1,145,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_147.wav,HeStutters_1_147.wav,stutter,1,SEP-28k,HeStutters,1,147,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_148.wav,HeStutters_1_148.wav,stutter,1,SEP-28k,HeStutters,1,148,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_149.wav,HeStutters_1_149.wav,stutter,1,SEP-28k,HeStutters,1,149,HeStutters_1,train
data/raw/sep28k/clips/stuttering-clips/clips/HeStutters_1_150.wav,HeStutters_1_150.wav,stutter,1,SEP-28k,HeStutters,1,150,HeStutters_1,train
